date,simple_v1,paper_v1,paper_v2
2024-09-03,-0.00239700,0.00392200,0.00149500
2024-09-04,0.00078100,0.00365200,0.00222900
2024-09-05,-0.00422500,-0.00315500,-0.00741200
2024-09-06,0.00479900,-0.00165800,0.00201700
2024-09-09,-0.00232800,-0.00245600,-0.00477600
2024-09-10,0.00148000,0.00252100,-0.00180200
2024-09-11,-0.00453500,-0.00008100,-0.00478500
2024-09-12,0.00305100,0.00049500,0.00189900
2024-09-13,-0.00005300,0.00139000,0.00313500
2024-09-17,-0.00436600,-0.00075100,-0.00455700
2024-09-18,0.00147500,0.00210600,-0.00072900
2024-09-19,0.00053300,0.00161000,0.00316500
2024-09-20,0.00017000,-0.00034800,-0.00011200
2024-09-24,0.00294200,0.00039600,0.00251100
2024-09-25,0.01186300,0.00355400,-0.00024600
2024-09-26,0.00485600,0.00086000,0.00117100
2024-09-27,0.00992300,0.00124600,0.00265200
2024-09-30,0.00233600,-0.00048300,0.00228400
2024-10-01,0.00217100,-0.00025800,-0.00754600
2024-10-02,0.00040600,0.00164500,0.00339700
2024-10-03,0.00052800,0.00222400,-0.00471700
2024-10-04,-0.00141400,0.00144300,-0.00089800
2024-10-07,0.00618200,0.00048000,0.00684400
2024-10-08,-0.00082000,-0.00319500,-0.00342700
2024-10-09,0.00667500,0.00538800,0.00446600
2024-10-10,-0.00163900,0.00179400,-0.00282700
2024-10-11,-0.00114100,-0.00308200,0.00264500
2024-10-15,0.01025500,0.00883600,0.00385200
2024-10-16,0.00242000,-0.00670500,-0.00172100
2024-10-17,0.00507900,0.00631800,-0.00233200
2024-10-18,-0.00250900,-0.00302400,-0.00173600
2024-10-21,-0.00048200,-0.00204500,-0.00019700
2024-10-22,-0.00331200,-0.00528900,-0.00078600
2024-10-23,0.00184200,0.00002500,0.00104800
2024-10-24,-0.00345700,-0.00193500,0.00285700
2024-10-25,0.00294600,-0.00087400,0.00152300
2024-10-28,0.00392800,0.00179200,-0.00030600
2024-10-29,0.00132700,0.00073200,0.00138400
2024-10-30,-0.00051200,0.00158900,0.00104500
2024-10-31,-0.00298700,0.00170100,-0.00018500
2024-11-01,0.00088600,0.00052100,-0.00033000
2024-11-05,-0.00005900,-0.00214700,-0.00193500
2024-11-06,0.00455200,0.00291800,-0.00739600
2024-11-07,-0.00862600,-0.00130700,-0.00289900
2024-11-08,0.00296300,0.00855300,0.00288200
2024-11-11,-0.00064000,0.00025500,-0.00003500
2024-11-12,0.00345400,0.00091500,-0.00020900
2024-11-13,-0.00154300,0.00320800,0.00135100
2024-11-14,0.00038300,-0.00097800,0.00270500
2024-11-15,0.00060000,0.00338400,-0.00348500
2024-11-18,0.00175400,0.00350100,0.00053800
2024-11-19,0.00442500,-0.00255300,0.00250700
2024-11-20,0.00337600,-0.00053700,0.00298300
2024-11-21,0.00196900,0.00161100,0.00262000
2024-11-22,-0.00409000,0.00020300,-0.00238100
2024-11-25,0.00431400,-0.00117200,-0.00064700
2024-11-26,0.00673500,0.00098400,0.00247300
2024-11-27,0.00698600,0.00419100,0.00342700
2024-11-28,-0.00225800,-0.00123900,0.00258100
2024-11-29,0.00154600,-0.00261000,-0.00037900
2024-12-02,-0.00419400,0.00173200,-0.00297700
2024-12-03,0.00843600,0.00167400,-0.00141600
2024-12-04,0.01120300,0.00264400,-0.00059700
2024-12-05,0.00426200,0.00074300,-0.00458700
2024-12-06,0.00058300,0.00117100,-0.00095700
2024-12-09,0.00307500,0.00193800,-0.00132600
2024-12-10,-0.00112600,0.00269800,0.00053600
2024-12-11,0.00143000,-0.00103000,-0.00069600
2024-12-12,-0.00007100,-0.00187800,-0.00143800
2024-12-13,0.00369100,-0.00048500,-0.00132000
2024-12-16,0.00006400,-0.00047000,-0.00066500
2024-12-17,0.00361200,0.00362800,0.00485000
2024-12-18,0.00184900,-0.00130100,0.00141500
2024-12-19,0.00061500,0.00035800,-0.00242000
2024-12-20,-0.00931700,-0.00502700,-0.00154100
2024-12-23,-0.00164600,-0.00211100,-0.00034000
2024-12-24,-0.00184900,-0.00252300,0.00101700
2024-12-25,0.00555300,-0.00201200,-0.00394100
2024-12-26,0.01258100,-0.00344600,-0.00574600
2024-12-27,-0.00250200,-0.00240000,0.00002600
