date,simple_v1,paper_v1,paper_v2
2026-03-02,-0.00623000,0.00383000,-0.00143000
2026-03-03,-0.00249300,-0.00135100,-0.00542100
2026-03-04,0.00030500,0.00141800,-0.00731000
2026-03-05,-0.00309700,0.00410100,-0.00574300
2026-03-06,0.00294000,-0.00275200,-0.00078600
2026-03-09,0.00264200,0.01087200,0.01244700
2026-03-10,-0.00392800,-0.00228300,-0.00647800
2026-03-11,-0.00569600,-0.00187000,-0.00058000
2026-03-12,0.01037000,-0.00169400,-0.00189700
2026-03-13,0.01531500,0.00361900,0.00242600
2026-03-16,-0.00464900,0.00004200,-0.00011200
2026-03-17,0.00150700,0.00169300,-0.00122600
2026-03-18,-0.00172300,0.00118500,0.00292200
2026-03-19,0.00194100,0.00276600,0.00362000
2026-03-23,-0.00069200,-0.00080800,-0.00941300
2026-03-24,-0.00357200,-0.00161200,-0.00400000
2026-03-25,-0.00214200,-0.00151600,-0.00463600
2026-03-26,0.00076900,-0.00053600,-0.00446100
2026-03-27,0.00498400,0.00319800,-0.00056800
2026-03-30,-0.00609800,0.00411200,0.00325100
2026-03-31,0.00360700,0.01228700,-0.00565700
2026-04-01,0.00377500,0.00332300,-0.00799100
2026-04-02,0.00190800,-0.00071600,0.00429300
2026-04-03,0.00386800,-0.00022900,0.00856400
2026-04-06,-0.00173800,-0.00045900,-0.00052300
2026-04-07,0.00686600,0.00829400,-0.00403700
2026-04-08,-0.01127300,-0.01847500,-0.01125600
2026-04-09,0.00176500,0.00013000,-0.00673600
2026-04-10,0.00273600,0.00207000,-0.00709900
2026-04-13,-0.00329800,-0.00598700,-0.00586700
2026-04-14,-0.00474300,-0.00333500,-0.00710900
2026-04-15,0.00850500,0.01104000,0.00168900
